Schulnummer,Schultyp,Name,Straße,PLZ,Ort,Link
"3722",Mittelschule,Grundschule Neuhausen,Süßbacher Str. 6,84107,Weihmichl,https://www.km.bayern.de/schule/3722
"3939",Mittelschule,Grundschule Teisbach,Schulstr. 17,84130,Dingolfing,https://www.km.bayern.de/schule/3939
"3938",Mittelschule,Grundschule Dingolfing St. Josef,Sankt-Josef-Platz 2,84130,Dingolfing,https://www.km.bayern.de/schule/3938
"3937",Mittelschule,Grundschule Dingolfing-Altstadt,Stadionstr. 37,84130,Dingolfing,https://www.km.bayern.de/schule/3937
"0062",Gymnasium,Gymnasium Dingolfing,Kerschensteinerstr. 6,84130,Dingolfing,https://www.km.bayern.de/schule/0062
"3936",Mittelschule,Mittelschule Dingolfing,Dr.-Martin-Luther-Platz 7,84130,Dingolfing,https://www.km.bayern.de/schule/3936
"3025",Berufsschule,Hans-Glas-Schule Staatliche Berufsschule Dingolfing,Bayerwaldring 2,84130,Dingolfing,https://www.km.bayern.de/schule/3025
"0448",Realschule,Herzog-Tassilo-Realschule Staatliche Realschule Dingolfing,Dr.-Josef-Hastreiter-Str. 20,84130,Dingolfing,https://www.km.bayern.de/schule/0448
"3003",Förderzentrum,Herzog-Georg-Schule Sonderpädagogisches Förderzentrum Dingolfing,Dr.-Josef-Hastreiter-Str. 43,84130,Dingolfing,https://www.km.bayern.de/schule/3003
"0654",Realschule,Staatliche Realschule Vilsbiburg,Amselstr. 6,84137,Vilsbiburg,https://www.km.bayern.de/schule/0654
"3733",Mittelschule,Grundschule Vilsbiburg,Kirchstr. 6,84137,Vilsbiburg,https://www.km.bayern.de/schule/3733
"3892",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Krankenpflegehilfe am Kreiskrankenhaus Vilsbiburg des Lkr. Landshut,Almweg 1,84137,Vilsbiburg,https://www.km.bayern.de/schule/3892
"0379",Gymnasium,Maximilian-von-Montgelas-Gymnasium Vilsbiburg,Gobener Str. 4,84137,Vilsbiburg,https://www.km.bayern.de/schule/0379
"3734",Mittelschule,Mittelschule Vilsbiburg,Kirchenweg 4 1/2,84137,Vilsbiburg,https://www.km.bayern.de/schule/3734
"3864",Mittelschule,Mittelschule Gangkofen,Waisenhausstr. 25,84140,Gangkofen,https://www.km.bayern.de/schule/3864
"3798",Mittelschule,Grundschule Gangkofen,Waisenhausstr. 25,84140,Gangkofen,https://www.km.bayern.de/schule/3798
"3661",Mittelschule,Grundschule St. Martin Geisenhausen,Bgm.-Dräxlm.-Platz 1,84144,Geisenhausen,https://www.km.bayern.de/schule/3661
"3520",Mittelschule,Priv. Montessori-Volksschule Geisenhausen (Grund- und Hauptschule),Martinstr. 3,84144,Geisenhausen,https://www.km.bayern.de/schule/3520
"3710",Mittelschule,Mittelschule St. Martin Geisenhausen,Bgm.-Dräxlm.-Platz 1,84144,Geisenhausen,https://www.km.bayern.de/schule/3710
"3732",Mittelschule,Mittelschule Velden,Georg-Brenninger-Str. 30,84149,Velden,https://www.km.bayern.de/schule/3732
"3683",Mittelschule,Grundschule Velden,Georg-Brenninger-Str. 30,84149,Velden,https://www.km.bayern.de/schule/3683
"3516",Mittelschule,Grundschule Aitrachtal Mengkofen,Klausenweg 13,84152,Mengkofen,https://www.km.bayern.de/schule/3516
"3949",Mittelschule,Mittelschule Aitrachtal-Mengkofen,Klausenweg 13,84152,Mengkofen,https://www.km.bayern.de/schule/3949
"3001",Förderzentrum,Schule an der Bina Sonderpädagogisches Förderzentrum Bonbruck in Bodenkirchen,Erdmannsdorfer Str. 13,84155,Bodenkirchen,https://www.km.bayern.de/schule/3001
"3700",Mittelschule,Grundschule Aich,Arberstraße 11,84155,Bodenkirchen,https://www.km.bayern.de/schule/3700
"3653",Mittelschule,Grundschule Bodenkirchen,Hauptstr. 17,84155,Bodenkirchen,https://www.km.bayern.de/schule/3653
"3942",Mittelschule,Mittelschule Frontenhausen,Schulstraße 14,84160,Frontenhausen,https://www.km.bayern.de/schule/3942
"3948",Mittelschule,Grundschule Marklkofen/Frontenhausen,Schulweg 13,84163,Marklkofen,https://www.km.bayern.de/schule/3948
"3517",Mittelschule,Grundschule Moosthenning,Lengthaler Str. 19,84164,Moosthenning,https://www.km.bayern.de/schule/3517
"3695",Mittelschule,Grundschule Adlkofen,Schulstr. 2,84166,Adlkofen,https://www.km.bayern.de/schule/3695
"3696",Mittelschule,Grundschule Aham,Am Lerchenfeld 2,84168,Aham,https://www.km.bayern.de/schule/3696
"3698",Mittelschule,Grundschule Altfraunhofen,Schulstr. 4,84169,Altfraunhofen,https://www.km.bayern.de/schule/3698
"3685",Mittelschule,Grundschule Buch a. Erlbach,Schulstr. 4,84172,Buch a.Erlbach,https://www.km.bayern.de/schule/3685
"3735",Mittelschule,Mittelschule Buch a. Erlbach,Schulstr. 4,84172,Buch a.Erlbach,https://www.km.bayern.de/schule/3735
"3702",Mittelschule,Mittelschule Kronwinkl in Eching,Hofmark 30,84174,Eching,https://www.km.bayern.de/schule/3702
"3654",Mittelschule,Grundschule Kronwinkl,Hofmark 30,84174,Eching,https://www.km.bayern.de/schule/3654
"3554",Mittelschule,Grundschule Gerzen,Resenödstr. 23,84175,Gerzen,https://www.km.bayern.de/schule/3554
"3711",Mittelschule,Mittelschule Gerzen,Resenödstr. 23,84175,Gerzen,https://www.km.bayern.de/schule/3711
"3718",Mittelschule,Grundschule Kirchberg,An der Freyung 2,84178,Kröning,https://www.km.bayern.de/schule/3718
"3961",Mittelschule,Grundschule Loiching,Geschwister-Scholl-Str. 1,84180,Loiching,https://www.km.bayern.de/schule/3961
"3953",Mittelschule,Mittelschule Niederviehbach,Schulstr. 1,84183,Niederviehbach,https://www.km.bayern.de/schule/3953
"0585",Realschule,Realschule der Dominikanerinnen St. Maria a.d.Isar Niederviehbach,Klosterstr. 12,84183,Niederviehbach,https://www.km.bayern.de/schule/0585
"3607",Mittelschule,Grundschule Vilsheim,Schulstr. 6,84186,Vilsheim,https://www.km.bayern.de/schule/3607
"3728",Mittelschule,Grundschule Pauluszell,Schulweg 1,84189,Wurmsham,https://www.km.bayern.de/schule/3728
"3860",Mittelschule,Grundschule Eggenfelden,Schulstr. 5,84307,Eggenfelden,https://www.km.bayern.de/schule/3860
"3595",Mittelschule,Private Montessori-Volksschule Eggenfelden (Grund- und Hauptschule),Am Lichtlberger Wald 1,84307,Eggenfelden,https://www.km.bayern.de/schule/3595
"0455",Realschule,Stefan-Krumenauer-Realschule Staatliche Realschule Eggenfelden,Schulstr. 7,84307,Eggenfelden,https://www.km.bayern.de/schule/0455
"3169",Förderzentrum,St.-Rupert-Schule Priv. Förderzentrum Förderschwerp. geistige Entw. Eggenfelden,Theaterstr. 5,84307,Eggenfelden,https://www.km.bayern.de/schule/3169
"3199",Förderzentrum,Johannes-Still-Schule Sonderpädagogisches Förderzentrum Eggenfelden,Theaterstr. 7,84307,Eggenfelden,https://www.km.bayern.de/schule/3199
"3861",Mittelschule,Mittelschule Eggenfelden,Schulstr. 5,84307,Eggenfelden,https://www.km.bayern.de/schule/3861
"0066",Gymnasium,Karl-von-Closen-Gymnasium Eggenfelden,Gerner Allee 1,84307,Eggenfelden,https://www.km.bayern.de/schule/0066
"3812",Mittelschule,Berta-Hummel-Grundschule Massing,Wolfsegger Str. 31,84323,Massing,https://www.km.bayern.de/schule/3812
"3873",Mittelschule,Berta-Hummel-Mittelschule Massing,Wolfsegger Str. 31,84323,Massing,https://www.km.bayern.de/schule/3873
"3779",Mittelschule,Grundschule Falkenberg-Taufkirchen,Sommerstr. 13,84326,Falkenberg,https://www.km.bayern.de/schule/3779
"3830",Mittelschule,Grundschule Wurmannsquick,Schulstr. 2,84329,Wurmannsquick,https://www.km.bayern.de/schule/3830
"3889",Mittelschule,Mittelschule Wurmannsquick,Schulstr. 2,84329,Wurmannsquick,https://www.km.bayern.de/schule/3889
"3810",Mittelschule,Grundschule Hebertsfelden,Klosterstr. 12,84332,Hebertsfelden,https://www.km.bayern.de/schule/3810
"3872",Mittelschule,Grundschule Malgersdorf,Burgerstr. 5,84333,Malgersdorf,https://www.km.bayern.de/schule/3872
"3874",Mittelschule,Grundschule Mitterskirchen,Gerastr. 1,84335,Mitterskirchen,https://www.km.bayern.de/schule/3874
"3880",Mittelschule,Grundschule Schönau,Schulstr. 2,84337,Schönau,https://www.km.bayern.de/schule/3880
"3887",Mittelschule,Pfarrer-Reindl-Grundschule Unterdietfurt,Burgerweg 4,84339,Unterdietfurt,https://www.km.bayern.de/schule/3887
"3875",Mittelschule,Grundschule Pfarrkirchen,Josef-Maurer-Str. 2,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3875
"0257",Gymnasium,Gymnasium Pfarrkirchen,Arnstorfer Str. 9,84347,Pfarrkirchen,https://www.km.bayern.de/schule/0257
"0787",Berufsoberschule,Staatliche Berufsoberschule Pfarrkirchen,Von-Fraunhofer-Str. 2,84347,Pfarrkirchen,https://www.km.bayern.de/schule/0787
"0888",Fachoberschule,Staatliche Fachoberschule Pfarrkirchen,Von-Fraunhofer-Str. 2,84347,Pfarrkirchen,https://www.km.bayern.de/schule/0888
"9226",Landwirtschaftliche Fachschulen,Landwirtschaftsschule Pfarrkirchen,Lärchenweg 12,84347,Pfarrkirchen,https://www.km.bayern.de/schule/9226
"3876",Mittelschule,Johannes-Hirspeck-Mittelschule Pfarrkirchen,Von-Fraunhofer-Str. 1,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3876
"0605",Realschule,Staatliche Realschule Pfarrkirchen,Von-Fraunhofer-Str. 4,84347,Pfarrkirchen,https://www.km.bayern.de/schule/0605
"3014",Förderzentrum,Betty-Greif-Schule Sonderpädagogisches Förderzentrum Pfarrkirchen,Von-Fraunhofer-Straße 5,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3014
"3028",Berufsschule,Staatliche Berufsschule Pfarrkirchen,Max-Breiherr-Str. 30,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3028
"3211",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Ernährung und Versorgung Pfarrkirchen,Max-Breiherr-Str. 30,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3211
"3112",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Pfarrkirchen,Max-Breiherr-Str. 30,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3112
"3088",BFS hausw. gastgew. und soziale Berufe,Private Berufsfachschule für Sozialpfl. d. Kuratoriums Wohnen im Alter gemeinn. AG Pfarrkirchen,Gartlbergstr. 4,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3088
"3066",Berufsfachschule des Gesundheitswesens,Private Berufsfachschule für Altenpflegehilfe des Kuratorium Wohnen im Alter Pfarrkirchen,Gartlbergstr. 4,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3066
"3004",Fachakademie,Priv. Fachakademie für Sozialpädagogik in Pfarrkirchen des KWA Kuratorium Wohnen im Alter,Gartlbergstr. 4,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3004
"3050",Gewerbliche Fachschulen,Staatl. Fachschule (Technikerschule) für Stahl- und Metallbau Pfarrkirchen,Max-Breiherr-Str. 30,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3050
"3151",Hauswirtschaftliche und sozialberufliche Fachschulen,Priv. Fachschule für Heilerziehungspflege des Kuratorium Wohnen im Alter Pfarrkirchen,Lindnerstr. 14-16,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3151
"3230",Hauswirtschaftliche und sozialberufliche Fachschulen,Fachschule für Heilerziehungspflegehilfe in Pfarrkirchen des KWA Kuratorium Wohnen im Alter,Lindnerstr. 14-16,84347,Pfarrkirchen,https://www.km.bayern.de/schule/3230
"0292",Gymnasium,Tassilo-Gymnasium Simbach a.Inn,Obersimbach 28,84359,Simbach a.Inn,https://www.km.bayern.de/schule/0292
"3881",Mittelschule,Josef-Karl-Nerud-Grundschule Simbach a.Inn,Obersimbach 23,84359,Simbach a.Inn,https://www.km.bayern.de/schule/3881
"0738",Realschule,Staatliche Realschule Simbach a.Inn,Kirchenplatz 2,84359,Simbach a.Inn,https://www.km.bayern.de/schule/0738
"3882",Mittelschule,Inntal-Mittelschule Simbach a. Inn,Obersimbach 26,84359,Simbach a.Inn,https://www.km.bayern.de/schule/3882
"3854",Mittelschule,Mittelschule Bad Birnbach,Lugenzstr. 23,84364,Bad Birnbach,https://www.km.bayern.de/schule/3854
"3258",Berufsfachschule des Gesundheitswesens,Private Berufsfachschule für Massage der VPT Berufsfachschule GmbH in Bad Birnbach,Prof.-Drexel-Str. 23,84364,Bad Birnbach,https://www.km.bayern.de/schule/3258
"3202",Berufsfachschule des Gesundheitswesens,Private Berufsfachschule für Physiotherapie der VPT Berufsfachschule GmbH in Bad Birnbach,Prof.-Drexel-Str. 23,84364,Bad Birnbach,https://www.km.bayern.de/schule/3202
"3769",Mittelschule,Grundschule Bad Birnbach,Lugenzstr. 23,84364,Bad Birnbach,https://www.km.bayern.de/schule/3769
"3890",Mittelschule,Grundschule Zeilarn,Bgm.-Stallbauer-Str. 8,84367,Zeilarn,https://www.km.bayern.de/schule/3890
"3885",Mittelschule,Grundschule Walburgskirchen,Am Bäckerberg 12,84367,Tann,https://www.km.bayern.de/schule/3885
"3878",Mittelschule,Grundschule Reut,Sonnleiten 27,84367,Reut,https://www.km.bayern.de/schule/3878
"3813",Mittelschule,Grundschule Tann,Dr.-Baumgartner-Str. 5,84367,Tann,https://www.km.bayern.de/schule/3813
"3884",Mittelschule,Mittelschule Tann,Dr.-Baumgartner-Str. 5,84367,Tann,https://www.km.bayern.de/schule/3884
"3886",Mittelschule,Lenberger-Mittelschule Triftern,Schulstr. 4,84371,Triftern,https://www.km.bayern.de/schule/3886
"3814",Mittelschule,Lenberger-Grundschule Triftern,Schulstr. 4,84371,Triftern,https://www.km.bayern.de/schule/3814
"3811",Mittelschule,Grundschule Kirchdorf a.Inn,Schulstr. 7,84375,Kirchdorf a.Inn,https://www.km.bayern.de/schule/3811
"3871",Mittelschule,Mittelschule Kirchdorf a.Inn,Schulstr. 7,84375,Kirchdorf a.Inn,https://www.km.bayern.de/schule/3871
"3857",Mittelschule,Grundschule Dietersburg,Burgstr. 7,84378,Dietersburg,https://www.km.bayern.de/schule/3857
"3869",Mittelschule,Grundschule Johanniskirchen,Max-Peinkofer-Str. 3,84381,Johanniskirchen,https://www.km.bayern.de/schule/3869
"3888",Mittelschule,Grundschule Wittibreut,Kerneigenstr. 4,84384,Wittibreut,https://www.km.bayern.de/schule/3888
"3720",Mittelschule,Grundschule Egglham,Hauptstr. 40,84385,Egglham,https://www.km.bayern.de/schule/3720
"3870",Mittelschule,Grundschule Julbach Grafen von Schaunberg Schule,Rathausplatz 3,84387,Julbach,https://www.km.bayern.de/schule/3870
"3877",Mittelschule,Grundschule Postmünster,Schulstr. 5,84389,Postmünster,https://www.km.bayern.de/schule/3877
"2541",Mittelschule,Grundschule Grüntegernbach-Eibach in Dorfen,Eibach 27,84405,Dorfen,https://www.km.bayern.de/schule/2541
"2519",Mittelschule,Grundschule Schwindkirchen in Dorfen,Schwindkirchen 15,84405,Dorfen,https://www.km.bayern.de/schule/2519
"2517",Mittelschule,Grundschule Dorfen-Nord,Josef-Martin-Bauer-Str. 14,84405,Dorfen,https://www.km.bayern.de/schule/2517
"2199",Mittelschule,Grundschule Dorfen am Mühlanger,Mühlangerstr. 8,84405,Dorfen,https://www.km.bayern.de/schule/2199
"0398",Gymnasium,Gymnasium Dorfen,Josef-Martin-Bauer-Str. 18,84405,Dorfen,https://www.km.bayern.de/schule/0398
"1310",Förderzentrum,Sonderpädagogisches Förderzentrum Dorfen,Bernöder Weg 7,84405,Dorfen,https://www.km.bayern.de/schule/1310
"2518",Mittelschule,Mittelschule Dorfen,Josef-Martin-Bauer-Str. 14,84405,Dorfen,https://www.km.bayern.de/schule/2518
"2539",Mittelschule,Mittelschule Taufkirchen (Vils),Pfarrweg 3,84416,Taufkirchen (Vils),https://www.km.bayern.de/schule/2539
"2540",Mittelschule,Grundschule Moosen (Vils) in Taufkirchen (Vils),Hauptstr. 2,84416,Taufkirchen (Vils),https://www.km.bayern.de/schule/2540
"2538",Mittelschule,Grundschule Taufkirchen (Vils),Attinger Weg 11,84416,Taufkirchen (Vils),https://www.km.bayern.de/schule/2538
"2072",Mittelschule,Grundschule Inning a.Holz,Hauptstr. 27,84416,Inning a.Holz,https://www.km.bayern.de/schule/2072
"0722",Realschule,Staatliche Realschule Taufkirchen (Vils),Attinger Weg 10,84416,Taufkirchen (Vils),https://www.km.bayern.de/schule/0722
"2718",Mittelschule,Grundschule Schwindegg,Schulstr. 11,84419,Schwindegg,https://www.km.bayern.de/schule/2718
"2713",Mittelschule,Grundschule Obertaufkirchen,Kirchplatz 2,84419,Obertaufkirchen,https://www.km.bayern.de/schule/2713
"2528",Mittelschule,Mittelschule Isen,Bräuanger 1,84424,Isen,https://www.km.bayern.de/schule/2528
"1229",Mittelschule,Grundschule Isen,Bräuanger 1,84424,Isen,https://www.km.bayern.de/schule/1229
"2537",Mittelschule,Grundschule Sankt Wolfgang,Schulstr. 44,84427,Sankt Wolfgang,https://www.km.bayern.de/schule/2537
"2548",Mittelschule,Grundschule Buchbach,Schulstr. 2,84428,Buchbach,https://www.km.bayern.de/schule/2548
"2698",Mittelschule,Mittelschule Buchbach,Schulstr. 2,84428,Buchbach,https://www.km.bayern.de/schule/2698
"2701",Mittelschule,Grundschule Heldenstein,Schulstr. 4,84431,Heldenstein,https://www.km.bayern.de/schule/2701
"2529",Mittelschule,Grundschule Schröding in Kirchberg,Schulstr. 15,84434,Kirchberg,https://www.km.bayern.de/schule/2529
"2531",Mittelschule,Grundschule Lengdorf,Hans-Maurer-Str. 6,84435,Lengdorf,https://www.km.bayern.de/schule/2531
"2716",Mittelschule,Grundschule Ramsau in Reichertsheim,Schulstr. 1,84437,Reichertsheim,https://www.km.bayern.de/schule/2716
"2708",Mittelschule,Grundschule Mühldorf a.Inn-Mößling,Auerstr. 5,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/2708
"2679",Mittelschule,Grundschule Mühldorf a.Inn Altmühldorf,Konrad-Adenauer-Str. 9,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/2679
"2707",Mittelschule,Mittelschule Mühldorf a.Inn,Europastr. 3,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/2707
"1955",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Kinderpflege Mühldorf a. Inn,Innstr. 41,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1955
"1908",Fachakademie,Fachakademie für Sozialpädagogik des Diakonischen Werks Traunstein e.V. in Mühldorf,Starkheim 3,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1908
"0172",Gymnasium,Ruperti-Gymnasium Mühldorf a.Inn,Herzog-Friedrich-Str. 16 - 18,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/0172
"1747",Berufsschule,Staatliche Berufsschule I Mühldorf a.Inn,Pilichdorfstr. 4,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1747
"1573",Berufsschule,Staatliche Berufsschule II Mühldorf a. Inn,Innstr. 41,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1573
"1717",Wirtschaftsschule,Private Wirtschaftsschule Gester Schulbetriebs-GmbH,Karl-Legien-Str. 12,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1717
"1748",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Ernährung und Versorgung Mühldorf a. Inn,Innstr. 41,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1748
"1466",BFS hausw. gastgew. und soziale Berufe,Staatliche Berufsfachschule für Sozialpflege Mühldorf a. Inn,Innstr. 41,84453,Mühldorf a.Inn,https://www.km.bayern.de/schule/1466
"0363",Gymnasium,Gymnasium Waldkraiburg,Ritter-von-Gluck-Weg 3a,84478,Waldkraiburg,https://www.km.bayern.de/schule/0363
"1524",Förderzentrum,Joseph-von-Eichendorff-Schule Sonderpädagogisches Förderzentrum Waldkraiburg,Dieselstr. 4,84478,Waldkraiburg,https://www.km.bayern.de/schule/1524
"0658",Realschule,Staatliche Realschule Waldkraiburg,Franz-Liszt-Str. 51,84478,Waldkraiburg,https://www.km.bayern.de/schule/0658
"2725",Mittelschule,Grundschule Waldkraiburg an der Graslitzer Straße,Graslitzer Str. 33,84478,Waldkraiburg,https://www.km.bayern.de/schule/2725
"2724",Mittelschule,Grundschule Waldkraiburg am Goetheplatz,Goetheplatz 12,84478,Waldkraiburg,https://www.km.bayern.de/schule/2724
"2721",Mittelschule,Grundschule Waldkraiburg an der Dieselstraße,Dieselstr. 4 a,84478,Waldkraiburg,https://www.km.bayern.de/schule/2721
"2720",Mittelschule,Grundschule Waldkraiburg an der Beethovenstraße,Beethovenstr. 3,84478,Waldkraiburg,https://www.km.bayern.de/schule/2720
"2723",Mittelschule,Mittelschule Waldkraiburg an der Franz-Liszt-Straße,Franz-Liszt-Str. 30,84478,Waldkraiburg,https://www.km.bayern.de/schule/2723
"2722",Mittelschule,Mittelschule Waldkraiburg an der Dieselstraße,Dieselstr. 6,84478,Waldkraiburg,https://www.km.bayern.de/schule/2722
"2332",Mittelschule,Franz-Xaver-Gruber-Mittelschule Burghausen,Mozartstr. 8 a,84489,Burghausen,https://www.km.bayern.de/schule/2332
"0049",Gymnasium,Aventinus-Gymnasium Burghausen,Adalbert-Stifter-Str. 2,84489,Burghausen,https://www.km.bayern.de/schule/0049
"0048",Gymnasium,Kurfürst-Maximilian-Gymnasium Burghausen,Kanzelmüllerstr. 90 1/2,84489,Burghausen,https://www.km.bayern.de/schule/0048
"1562",Berufsfachschule des Gesundheitswesens,Berufsfachschule für Notfallsanitäter des Bayer. Roten Kreuzes in Burghausen,Krankenhausstr. 1 a,84489,Burghausen,https://www.km.bayern.de/schule/1562
"2331",Mittelschule,Hans-Kammerer-Grundschule Burghausen,Mozartstr. 8,84489,Burghausen,https://www.km.bayern.de/schule/2331
"2329",Mittelschule,Johannes-Hess-Grundschule Burghausen,Robert-Koch-Str. 13,84489,Burghausen,https://www.km.bayern.de/schule/2329
"2328",Mittelschule,Hans-Stethaimer-Grundschule Burghausen,Burg 27 b,84489,Burghausen,https://www.km.bayern.de/schule/2328
"0437",Realschule,Maria-Ward-Realschule Burghausen der Maria-Ward-Schulstiftung Passau,Stadtplatz 101,84489,Burghausen,https://www.km.bayern.de/schule/0437
"2710",Mittelschule,Herzog-Heinrich-Mittelschule Neumarkt-Sankt Veit,Schulstr. 6,84494,Neumarkt-Sankt Veit,https://www.km.bayern.de/schule/2710
"2711",Mittelschule,Grundschule Niederbergkirchen Niedertaufkirchen,Kirchweg 3,84494,Niederbergkirchen,https://www.km.bayern.de/schule/2711
"2709",Mittelschule,Grundschule Neumarkt-Sankt Veit,Schulstr. 6,84494,Neumarkt-Sankt Veit,https://www.km.bayern.de/schule/2709
"2071",Mittelschule,Montessori Schule Eberharting private Grund-und Hauptschule des Erdkinder-Projekt e.V.,Eberharting 1,84494,Lohkirchen,https://www.km.bayern.de/schule/2071
